ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-09-25,2026-09-25T20:59:08,34,21,25,15,34,20,6.0,0,,,,,0
madrid,28079,2026-09-26,2026-09-25T20:59:08,33,18,45,15,33,19,6.0,0,C,,12,Poco nuboso,0
madrid,28079,2026-09-27,2026-09-25T20:59:08,30,19,65,25,30,20,6.0,5,S,,12,Poco nuboso,0
madrid,28079,2026-09-28,2026-09-25T20:59:08,28,17,75,30,28,17,5.0,10,S,,14,Nuboso,40
madrid,28079,2026-09-29,2026-09-25T20:59:08,25,16,80,55,25,16,6.0,10,S,,14,Nuboso,35
madrid,28079,2026-09-30,2026-09-25T20:59:08,27,19,75,45,27,19,,5,S,,44,Nuboso con lluvia escasa,65
madrid,28079,2026-10-01,2026-09-25T20:59:08,28,17,90,45,28,17,,0,C,,13,Intervalos nubosos,45
barcelona,08019,2026-09-25,2026-09-25T20:59:08,30,20,65,50,30,19,5.0,0,,,,,0
barcelona,08019,2026-09-26,2026-09-25T20:59:08,28,20,80,55,29,20,5.0,10,E,,12,Poco nuboso,0
barcelona,08019,2026-09-27,2026-09-25T20:59:08,29,20,95,55,29,20,5.0,10,SE,,14,Nuboso,5
barcelona,08019,2026-09-28,2026-09-25T20:59:08,29,22,80,55,29,22,5.0,10,SE,,24,Nuboso con lluvia,100
barcelona,08019,2026-09-29,2026-09-25T20:59:08,26,21,95,65,26,21,5.0,10,E,,25,Muy nuboso con lluvia,95
barcelona,08019,2026-09-30,2026-09-25T20:59:08,28,20,95,60,28,20,,5,S,,44,Nuboso con lluvia escasa,65
barcelona,08019,2026-10-01,2026-09-25T20:59:08,27,22,100,65,27,22,,15,E,,24,Nuboso con lluvia,100
valencia,46250,2026-09-25,2026-09-25T20:59:08,32,19,85,75,32,19,5.0,0,,,,,0
valencia,46250,2026-09-26,2026-09-25T20:59:08,28,19,90,60,30,19,5.0,10,E,,12,Poco nuboso,0
valencia,46250,2026-09-27,2026-09-25T20:59:08,28,20,90,55,28,19,5.0,10,SE,,17,Nubes altas,0
valencia,46250,2026-09-28,2026-09-25T20:59:08,28,20,100,60,28,20,5.0,5,E,,45,Muy nuboso con lluvia escasa,90
valencia,46250,2026-09-29,2026-09-25T20:59:08,27,19,100,65,27,19,5.0,10,E,,23,Intervalos nubosos con lluvia,75
valencia,46250,2026-09-30,2026-09-25T20:59:08,28,19,95,65,28,19,,10,E,,13,Intervalos nubosos,25
valencia,46250,2026-10-01,2026-09-25T20:59:08,28,19,95,60,28,19,,10,E,,23,Intervalos nubosos con lluvia,75
sevilla,41091,2026-09-25,2026-09-25T20:59:08,38,20,50,15,39,20,5.0,0,,,,,0
sevilla,41091,2026-09-26,2026-09-25T20:59:08,39,20,65,10,40,21,6.0,0,C,,17,Nubes altas,0
sevilla,41091,2026-09-27,2026-09-25T20:59:08,34,21,75,25,36,22,5.0,10,SO,,12,Poco nuboso,0
sevilla,41091,2026-09-28,2026-09-25T20:59:08,32,20,90,40,32,20,5.0,10,S,,43,Intervalos nubosos con lluvia escasa,60
sevilla,41091,2026-09-29,2026-09-25T20:59:08,34,19,95,35,34,19,6.0,0,C,,13,Intervalos nubosos,20
sevilla,41091,2026-09-30,2026-09-25T20:59:08,35,20,85,40,35,20,,0,C,,13,Intervalos nubosos,30
sevilla,41091,2026-10-01,2026-09-25T20:59:08,34,20,95,50,34,20,,0,C,,13,Intervalos nubosos,10
bilbao,48020,2026-09-25,2026-09-25T20:59:08,26,15,90,75,26,15,5.0,0,,,,,0
bilbao,48020,2026-09-26,2026-09-25T20:59:08,27,14,100,55,27,14,5.0,5,E,,13,Intervalos nubosos,45
bilbao,48020,2026-09-27,2026-09-25T20:59:08,28,14,100,55,28,14,5.0,5,NO,,13,Intervalos nubosos,40
bilbao,48020,2026-09-28,2026-09-25T20:59:08,29,17,90,55,29,17,5.0,10,SE,,45,Muy nuboso con lluvia escasa,90
bilbao,48020,2026-09-29,2026-09-25T20:59:08,33,18,70,35,33,18,5.0,20,S,50,13,Intervalos nubosos,35
bilbao,48020,2026-09-30,2026-09-25T20:59:08,31,18,75,55,31,18,,10,O,,24,Nuboso con lluvia,100
bilbao,48020,2026-10-01,2026-09-25T20:59:08,24,16,100,75,24,16,,10,NE,,26,Cubierto con lluvia,95
zaragoza,50297,2026-09-25,2026-09-25T20:59:08,37,18,70,15,37,18,5.0,0,,,,,0
zaragoza,50297,2026-09-26,2026-09-25T20:59:08,32,16,85,30,32,16,5.0,5,S,,12,Poco nuboso,0
zaragoza,50297,2026-09-27,2026-09-25T20:59:08,32,19,95,30,33,19,5.0,15,E,,17,Nubes altas,5
zaragoza,50297,2026-09-28,2026-09-25T20:59:08,30,20,90,30,30,20,5.0,15,SE,,26,Cubierto con lluvia,80
zaragoza,50297,2026-09-29,2026-09-25T20:59:08,30,18,90,40,30,18,5.0,15,SE,,43,Intervalos nubosos con lluvia escasa,65
zaragoza,50297,2026-09-30,2026-09-25T20:59:08,31,19,100,40,31,19,,10,SE,,45,Muy nuboso con lluvia escasa,60
zaragoza,50297,2026-10-01,2026-09-25T20:59:08,30,18,100,45,30,18,,10,O,,43,Intervalos nubosos con lluvia escasa,65
a_coruna,15030,2026-09-25,2026-09-25T20:59:08,21,17,75,70,21,17,5.0,0,,,,,0
a_coruna,15030,2026-09-26,2026-09-25T20:59:08,23,14,90,55,23,14,5.0,10,NO,,13,Intervalos nubosos,25
a_coruna,15030,2026-09-27,2026-09-25T20:59:08,22,17,95,60,22,17,5.0,5,SO,,26,Cubierto con lluvia,100
a_coruna,15030,2026-09-28,2026-09-25T20:59:08,23,17,95,70,23,17,4.0,5,SO,,25,Muy nuboso con lluvia,85
a_coruna,15030,2026-09-29,2026-09-25T20:59:08,25,18,90,60,25,18,5.0,35,S,70,26,Cubierto con lluvia,100
a_coruna,15030,2026-09-30,2026-09-25T20:59:08,22,15,100,65,22,15,,20,O,,23,Intervalos nubosos con lluvia,100
a_coruna,15030,2026-10-01,2026-09-25T20:59:08,22,13,95,65,22,13,,15,N,,15,Muy nuboso,20
mataro,08121,2026-09-25,2026-09-25T20:59:08,29,20,60,50,29,20,5.0,0,,,,,0
mataro,08121,2026-09-26,2026-09-25T20:59:08,28,20,90,60,28,20,5.0,10,E,,12,Poco nuboso,0
mataro,08121,2026-09-27,2026-09-25T20:59:08,29,19,100,60,29,18,5.0,10,S,,14,Nuboso,40
mataro,08121,2026-09-28,2026-09-25T20:59:08,28,21,80,55,28,21,5.0,10,SE,,25,Muy nuboso con lluvia,100
mataro,08121,2026-09-29,2026-09-25T20:59:08,26,20,95,70,26,20,5.0,15,E,,25,Muy nuboso con lluvia,100
mataro,08121,2026-09-30,2026-09-25T20:59:08,28,19,95,70,28,19,,10,S,,43,Intervalos nubosos con lluvia escasa,80
mataro,08121,2026-10-01,2026-09-25T20:59:08,27,20,90,65,27,20,,15,E,,23,Intervalos nubosos con lluvia,100
