ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-09-17,2026-09-18T05:49:12,27,15,50,40,27,15,,0,,,,,0
madrid,28079,2026-09-18,2026-09-18T05:49:12,27,15,65,35,27,16,6.0,5,E,,14,Nuboso,0
madrid,28079,2026-09-19,2026-09-18T05:49:12,28,15,75,25,28,16,7.0,5,SE,,11,Despejado,0
madrid,28079,2026-09-20,2026-09-18T05:49:12,29,17,80,25,29,17,6.0,0,C,,11,Despejado,0
madrid,28079,2026-09-21,2026-09-18T05:49:12,30,17,55,25,30,17,7.0,0,C,,12,Poco nuboso,0
madrid,28079,2026-09-22,2026-09-18T05:49:12,31,17,50,20,31,17,6.0,0,C,,11,Despejado,0
madrid,28079,2026-09-23,2026-09-18T05:49:12,32,17,40,20,32,17,,0,C,,12,Poco nuboso,0
valencia,46250,2026-09-17,2026-09-18T05:49:12,24,18,90,75,24,18,,0,,,,,0
valencia,46250,2026-09-18,2026-09-18T05:49:12,25,17,95,60,25,17,6.0,10,E,,43,Intervalos nubosos con lluvia escasa,65
valencia,46250,2026-09-19,2026-09-18T05:49:12,26,15,95,55,26,16,6.0,5,N,,44,Nuboso con lluvia escasa,70
valencia,46250,2026-09-20,2026-09-18T05:49:12,27,16,100,55,27,16,6.0,5,SE,,11,Despejado,0
valencia,46250,2026-09-21,2026-09-18T05:49:12,29,16,100,40,29,16,6.0,0,C,,11,Despejado,0
valencia,46250,2026-09-22,2026-09-18T05:49:12,31,16,75,30,31,16,6.0,10,SE,,12,Poco nuboso,0
valencia,46250,2026-09-23,2026-09-18T05:49:12,28,18,90,60,28,18,,10,E,,11,Despejado,5
sevilla,41091,2026-09-17,2026-09-18T05:49:12,32,17,75,45,32,17,,0,,,,,0
sevilla,41091,2026-09-18,2026-09-18T05:49:12,33,21,95,25,33,18,6.0,5,N,,12,Poco nuboso,0
sevilla,41091,2026-09-19,2026-09-18T05:49:12,34,20,85,25,35,20,6.0,20,E,40,11,Despejado,0
sevilla,41091,2026-09-20,2026-09-18T05:49:12,35,21,75,25,35,21,6.0,15,E,,11,Despejado,0
sevilla,41091,2026-09-21,2026-09-18T05:49:12,34,20,75,25,34,20,6.0,15,E,,11,Despejado,0
sevilla,41091,2026-09-22,2026-09-18T05:49:12,35,19,80,25,35,19,6.0,15,E,,11,Despejado,0
sevilla,41091,2026-09-23,2026-09-18T05:49:12,36,19,60,15,36,19,,0,C,,11,Despejado,0
bilbao,48020,2026-09-17,2026-09-18T05:49:12,23,12,95,70,23,12,,0,,,,,0
bilbao,48020,2026-09-18,2026-09-18T05:49:12,23,12,95,60,23,12,5.0,5,O,,25,Muy nuboso con lluvia,100
bilbao,48020,2026-09-19,2026-09-18T05:49:12,25,10,90,45,25,10,6.0,5,E,,12,Poco nuboso,0
bilbao,48020,2026-09-20,2026-09-18T05:49:12,27,11,95,55,27,11,5.0,10,N,,12,Poco nuboso,0
bilbao,48020,2026-09-21,2026-09-18T05:49:12,28,12,90,55,28,12,6.0,5,N,,12,Poco nuboso,0
bilbao,48020,2026-09-22,2026-09-18T05:49:12,29,13,100,55,29,13,5.0,5,N,,12,Poco nuboso,0
bilbao,48020,2026-09-23,2026-09-18T05:49:12,34,11,100,40,34,11,,0,C,,12,Poco nuboso,0
zaragoza,50297,2026-09-17,2026-09-18T05:49:12,27,15,70,40,27,15,,0,,,,,0
zaragoza,50297,2026-09-18,2026-09-18T05:49:12,29,15,75,30,29,15,5.0,15,NO,,12,Poco nuboso,0
zaragoza,50297,2026-09-19,2026-09-18T05:49:12,29,13,85,30,30,14,6.0,0,C,,12,Poco nuboso,0
zaragoza,50297,2026-09-20,2026-09-18T05:49:12,32,16,85,25,32,16,6.0,0,C,,11,Despejado,0
zaragoza,50297,2026-09-21,2026-09-18T05:49:12,34,17,70,20,34,17,6.0,10,O,,12,Poco nuboso,0
zaragoza,50297,2026-09-22,2026-09-18T05:49:12,34,18,55,20,34,18,6.0,5,O,,12,Poco nuboso,0
zaragoza,50297,2026-09-23,2026-09-18T05:49:12,34,17,80,25,34,17,,0,C,,11,Despejado,0
a_coruna,15030,2026-09-17,2026-09-18T05:49:12,21,15,85,65,21,15,,0,,,,,0
a_coruna,15030,2026-09-18,2026-09-18T05:49:12,23,17,85,50,23,17,6.0,15,N,,12,Poco nuboso,5
a_coruna,15030,2026-09-19,2026-09-18T05:49:12,25,14,85,50,25,14,5.0,10,NO,,11,Despejado,0
a_coruna,15030,2026-09-20,2026-09-18T05:49:12,27,14,90,50,27,14,5.0,10,N,,11,Despejado,0
a_coruna,15030,2026-09-21,2026-09-18T05:49:12,26,16,90,45,26,16,5.0,10,N,,11,Despejado,0
a_coruna,15030,2026-09-22,2026-09-18T05:49:12,25,16,80,45,25,16,5.0,10,NO,,12,Poco nuboso,0
a_coruna,15030,2026-09-23,2026-09-18T05:49:12,22,14,100,60,22,14,,10,NO,,14,Nuboso,0
mataro,08121,2026-09-17,2026-09-18T05:49:12,26,19,90,60,26,19,,0,,,,,0
mataro,08121,2026-09-18,2026-09-18T05:49:12,26,19,90,60,26,18,5.0,20,SO,,24,Nuboso con lluvia,100
mataro,08121,2026-09-19,2026-09-18T05:49:12,27,18,90,60,27,18,6.0,15,S,,44,Nuboso con lluvia escasa,55
mataro,08121,2026-09-20,2026-09-18T05:49:12,28,18,90,50,28,18,6.0,10,SE,,12,Poco nuboso,0
mataro,08121,2026-09-21,2026-09-18T05:49:12,30,18,90,50,30,18,6.0,10,S,,12,Poco nuboso,0
mataro,08121,2026-09-22,2026-09-18T05:49:12,29,20,95,50,29,20,6.0,10,SE,,11,Despejado,0
mataro,08121,2026-09-23,2026-09-18T05:49:12,27,20,95,55,27,20,,10,SE,,11,Despejado,0
